client_id,gender,region,city_type,income_group,employment_type,digital_adoption_level,registration_month_offset,age_base,customer_segment,salary_project_flag,estimated_monthly_income,snapshot_date,client_tenure_days,client_age,active_products_count,closed_products_count,product_diversity_score,has_debit_card,has_credit_card,has_deposit,has_loan,has_mobile_app,has_savings_account,days_since_last_product_open,days_since_last_product_close,txn_count_30d,txn_count_60d,txn_count_90d,txn_count_180d,txn_sum_30d,txn_sum_60d,txn_sum_90d,txn_sum_180d,txn_avg_amount_30d,txn_avg_amount_90d,txn_max_amount_90d,successful_txn_rate_90d,failed_txn_count_90d,active_txn_days_30d,active_txn_days_90d,days_since_last_txn,cash_withdrawal_count_90d,card_purchase_count_90d,p2p_transfer_count_90d,utility_payment_count_90d,mobile_txn_share_90d,atm_txn_share_90d,branch_txn_share_90d,txn_count_prev30,txn_count_last30,txn_count_change_30d,txn_count_change_pct_30d,txn_sum_prev30,txn_sum_last30,txn_sum_change_30d,txn_sum_change_pct_30d,app_login_count_30d,app_login_count_60d,app_login_count_90d,app_events_count_30d,app_events_count_90d,unique_app_event_types_90d,active_app_days_90d,days_since_last_app_login,days_since_last_app_event,transfer_created_count_90d,payment_created_count_90d,balance_view_count_90d,support_chat_opened_count_90d,loan_offer_view_count_90d,app_login_prev30,app_login_last30,app_login_change_30d,app_login_change_pct_30d,tickets_count_30d,tickets_count_90d,complaints_count_90d,critical_tickets_count_90d,open_tickets_count,escalated_tickets_count_90d,avg_satisfaction_score_90d,min_satisfaction_score_90d,days_since_last_ticket,days_since_last_complaint,marketing_contacts_30d,marketing_contacts_90d,retention_contacts_90d,campaign_open_rate_90d,campaign_click_rate_90d,push_contacts_90d,sms_contacts_90d,email_contacts_90d,call_contacts_90d,days_since_last_marketing_contact,estimated_revenue_3m,estimated_revenue_6m,estimated_cost_3m,net_value_3m,avg_balance_3m,avg_balance_6m,value_segment,target_churn_60d,future_txn_count_60d,future_app_login_count_60d,future_product_open_count_60d,activity_segment,complaint_segment,digital_segment
669,M,Almaty,medium_city,low,employee,medium,19,54,mass,1,168830.48312857313,2024-04-01,660,54,1,1,1,1,0,0,0,1,1,36,114.0,10,16,20,45,86237.53557795261,122074.62499719569,186754.1955789803,317021.2239913201,8623.753557795262,9337.709778949014,32817.42845963663,1.0,0,10,20,8,4,10,3,2,0.7856090866312555,0.1736891828653946,0.0407017305033498,11,10,-1,-0.0909090909090909,86218.05664020237,86237.53557795261,19.47893775024568,0.000225926430139,5,7,10,12,23,8,23,44,38,1,3,3,1,1,10,5,-5,-0.5,0,0,0,0,0,0,,,,,0,1,0,0.1792529341722423,0.0486061164270389,1,0,1,0,72.0,5914.5242319989575,12610.441731826308,2624.325463876367,3290.1987681225905,116205.16900281652,129571.15619885243,low_value,0,9,2,0,transaction_active,no_recent_complaints,medium_digital_engagement
2138,F,Aktobe,large_city,high,entrepreneur,medium,36,42,affluent,0,780263.1747363383,2024-04-01,1170,42,6,0,5,1,0,0,0,1,1,172,,8,17,23,42,247610.158942666,520243.4737571639,778786.0712162775,1314434.2499501307,30951.26986783325,33860.26396592511,135275.57105161613,0.9368875160184568,4,3,23,21,4,6,3,2,0.7617427619515639,0.1457360005177745,0.0925212375306617,8,8,0,0.0,230715.82827204184,247610.158942666,16894.330670624156,0.07322571146139,3,7,9,9,27,2,27,8,24,1,3,7,0,2,4,3,-1,-0.25,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,23709.15785642216,48281.37191015108,4690.592214981014,19018.56564144114,1301407.262416846,1130570.276594708,high_value,0,14,3,0,transaction_active,no_recent_complaints,medium_digital_engagement
2311,F,Shymkent,large_city,medium,retired,high,22,35,pensioner,0,389420.298814792,2024-04-01,750,35,0,0,0,1,0,0,0,1,0,532,,5,12,14,28,82125.88338788682,212537.0051862227,196430.42740313945,531247.815643423,16425.176677577365,14030.74481450996,33065.7766665771,0.945865002023714,3,5,14,29,1,7,3,2,0.4694310849246166,0.4440276103686686,0.0865413047067147,6,5,-1,-0.1666666666666666,71553.1351067239,82125.88338788682,10572.748281162916,0.1477607971389836,4,10,14,8,46,4,4,50,42,6,7,15,2,3,6,4,-2,-0.3333333333333333,0,1,0,0,0,0,1.9993447854767203,1.0,84.0,,1,1,0,0.2851592357930966,0.1378021914349422,0,1,0,0,55.0,6791.590054460231,14913.173869572463,2302.8986588212283,4488.691395639003,1553220.3485943703,1351666.269308729,low_value,0,13,9,1,moderate_activity,complaint_risk,medium_digital_engagement
1937,M,East_KZ,rural,low,retired,low,32,30,pensioner,0,138142.87299492772,2024-04-01,1050,30,1,1,1,1,0,0,1,1,1,867,844.0,7,12,19,28,29002.067284860503,54480.73074065082,77973.62752661433,105677.99385387589,4143.152469265786,4103.875132979701,17246.81130675842,1.0,0,7,1,5,2,7,3,2,0.6516707220592407,0.2516877575292491,0.0966415204115101,7,7,0,0.0,27261.41462810077,29002.067284860503,1740.652656759732,0.0638504157068021,2,3,3,6,16,2,16,56,22,1,1,3,1,1,4,2,-2,-0.5,0,0,0,0,0,0,,,,,4,6,0,0.5641357749988445,0.1604710522090218,3,1,1,0,40.0,6918.376855194931,16249.096890938794,3026.42884879878,3891.948006396151,397405.05636572425,369847.5845113688,low_value,0,5,2,0,transaction_active,no_recent_complaints,low_digital_engagement
867,F,Aktobe,small_city,low,employee,medium,65,56,mass,1,166994.81124456407,2024-04-01,2040,56,2,1,1,1,0,0,0,1,1,639,813.0,7,15,19,37,39268.40649807706,117455.35389333624,109220.48907108916,262503.7591271032,5609.772356868152,5748.446793215218,25760.960093653488,0.9373720451886356,1,7,19,66,3,6,2,2,0.5430713233827116,0.2737176982484702,0.1832109783688182,8,7,-1,-0.125,57380.75518396045,39268.40649807706,-18112.348685883386,-0.3156519747398915,2,4,6,9,18,1,18,24,75,1,1,4,0,0,3,2,-1,-0.3333333333333333,0,0,0,0,0,0,,,,,1,1,0,0.4330278059417166,0.1822641573343307,1,0,0,0,30.0,8416.93899155956,19268.30357575796,3985.6319700442136,4431.307021515347,432979.0943254003,382717.0338451307,low_value,0,6,2,0,transaction_active,no_recent_complaints,medium_digital_engagement
2257,F,Astana,medium_city,medium,entrepreneur,medium,65,39,sme_owner,0,353691.0152182327,2024-04-01,2040,39,4,1,4,1,1,0,0,1,0,470,488.0,9,16,29,49,84617.47452142445,180777.90596791668,389254.6352596393,360470.8490902509,9401.941613491605,13422.573629642737,23873.97348259042,0.9864579322810834,0,2,29,47,4,14,3,3,0.3939061265089644,0.506764132393564,0.0993297410974715,10,9,-1,-0.1,92581.04100714604,84617.47452142445,-7963.566485721603,-0.0860172493103303,7,12,21,15,42,6,38,36,39,3,6,11,1,1,10,7,-3,-0.3,0,0,0,0,0,0,,,,,0,1,1,0.4751697024456507,0.1592901529243527,0,0,0,0,72.0,11503.482486275068,23925.020172126984,4240.764037683544,7262.718448591524,1483226.3377077726,1658742.437721938,medium_value,0,9,8,0,digital_active,no_recent_complaints,medium_digital_engagement
169,M,Karaganda,large_city,medium,retired,medium,59,48,pensioner,0,411783.1472947229,2024-04-01,1860,48,0,1,0,1,0,0,0,1,0,709,473.0,2,4,5,12,35379.151501176595,59719.90322133352,78000.06912914816,176780.03561225467,17689.575750588298,15600.013825829632,26614.311428320216,0.9223828418457292,0,2,5,31,1,2,0,0,0.7539596870164196,0.1095161776822497,0.1365241353013306,2,2,0,0.0,29049.82619483689,35379.151501176595,6329.325306339706,0.2178782504201225,4,8,10,8,29,8,29,39,61,3,2,4,1,1,5,4,-1,-0.2,0,0,0,0,0,0,,,,,1,1,0,0.4384255997189129,0.0875097928867514,0,1,0,0,40.0,6955.036377083005,15036.345393077969,3080.907714444029,3874.128662638977,1303628.069662862,1292489.063949417,low_value,0,0,10,0,moderate_activity,no_recent_complaints,medium_digital_engagement
1259,F,South_KZ,medium_city,medium,employee,low,50,29,mass,1,268011.4894821782,2024-04-01,1590,29,0,4,0,1,0,0,0,0,1,300,467.0,4,9,17,26,72512.33554476152,219347.56409021665,495102.9085583944,561907.6097337175,18128.08388619038,29123.700503434964,76545.96568770176,1.0,0,4,17,22,1,6,4,2,0.8972482225021567,0.0870029808266106,0.0157487966712327,12,4,-8,-0.6666666666666666,264510.513833587,72512.33554476152,-191998.1782888255,-0.7258621803200549,0,0,0,0,0,1,0,213,150,0,0,0,0,0,6,0,-6,-1.0,0,0,0,0,0,0,,,,,0,1,0,0.0,0.0,0,0,0,0,40.0,4483.961860557351,10108.52482387876,2585.872662745134,1898.0891978122163,291293.8146747813,293135.77114994574,low_value,1,0,0,0,activity_drop,no_recent_complaints,low_digital_engagement
510,M,Atyrau,medium_city,medium,entrepreneur,medium,28,42,sme_owner,0,349285.4338628823,2024-04-01,930,42,1,0,1,0,1,0,0,1,0,399,,1,4,6,14,32807.234289872526,98504.66759857016,124621.92185098903,332212.5544000064,32807.234289872526,20770.32030849817,37220.22655740344,0.9735495971259712,0,1,6,60,1,2,1,1,0.5459673243077603,0.374358091869951,0.0796745838222886,5,1,-4,-0.8,90392.27522782328,32807.234289872526,-57585.04093795074,-0.6370571024217978,2,4,6,9,16,1,16,42,65,1,2,5,1,0,4,2,-2,-0.5,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,8594.19509796888,18180.57908794653,2748.935160283912,5845.2599376849685,769014.8554228928,865887.7414145573,medium_value,0,2,1,0,activity_drop,no_recent_complaints,medium_digital_engagement
368,F,Karaganda,small_city,low,employee,medium,57,39,mass,1,119100.44738999072,2024-04-01,1800,39,3,1,2,1,0,0,0,1,1,805,310.0,5,13,18,52,15316.573085518585,36463.04293357493,57744.25634964325,110666.47781292468,3063.314617103717,3208.014241646847,13634.760234458035,0.979387518324082,1,5,18,57,2,6,3,2,0.4963548432638744,0.4994590005850804,0.0041861561510453,8,5,-3,-0.375,24700.535497969497,15316.573085518585,-9383.962412450912,-0.3799092701136912,2,8,12,7,25,7,25,17,11,2,3,5,0,1,5,2,-3,-0.6,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,4071.181240877306,8864.612174328298,4134.909453344566,-63.72821246725925,460197.6925043273,437620.48550119984,low_value,0,8,5,0,activity_drop,no_recent_complaints,medium_digital_engagement
1628,M,Shymkent,medium_city,medium,unemployed,medium,82,36,mass,0,330273.15195860475,2024-04-01,2550,36,2,0,2,1,1,0,0,1,0,786,,7,15,20,33,147540.08239911453,279578.4136965,337840.05336181284,541443.4136512631,21077.15462844493,16892.00266809064,62461.905893274925,0.987362894376208,0,7,20,18,3,5,4,3,0.5437754756109258,0.2597608811011124,0.1964636432879619,10,7,-3,-0.3,146569.40665159287,147540.08239911453,970.6757475216582,0.0066226354441689,0,3,6,7,34,8,32,25,29,4,1,3,0,0,2,0,-2,-1.0,0,1,0,0,0,0,3.380341413171,2.0,59.0,,0,1,0,0.3643771503429666,0.1171990612333847,1,1,0,1,62.0,9132.288433861037,17951.53516211588,3003.7522235407137,6128.536210320321,1070527.683815479,1194487.3989501488,medium_value,0,7,1,0,activity_drop,no_recent_complaints,medium_digital_engagement
1421,F,Almaty,large_city,medium,entrepreneur,high,57,26,sme_owner,0,360592.068946488,2024-04-01,1800,26,3,2,1,1,0,0,0,1,0,19,237.0,5,10,19,34,46784.11787744774,132756.26329375897,235027.5094159665,442764.9177185096,9356.823575489549,12369.86891662982,18990.26663367604,0.984085141201914,0,5,19,65,4,7,2,2,0.8017041397962574,0.0766446851694357,0.1216511750343067,10,5,-5,-0.5,124166.4095792668,46784.11787744774,-77382.29170181905,-0.6232143778983867,6,12,17,14,32,6,32,57,5,5,4,12,1,1,9,6,-3,-0.3333333333333333,0,0,0,0,0,0,,,,,2,2,0,0.2482672660141253,0.0950994931893284,0,0,0,0,42.0,11997.324746575332,25300.30805416348,3842.298479788049,8155.026266787283,1716501.5451741249,1530091.5927184538,medium_value,0,9,6,0,digital_active,no_recent_complaints,digital_power_user
1881,F,Shymkent,large_city,medium,self_employed,medium,65,56,mass,0,301334.37401896063,2024-04-01,2040,56,5,1,4,1,0,0,0,1,0,410,95.0,6,15,19,38,76791.64919646629,215859.1456252036,191329.58357076635,473747.8315980457,12798.608199411048,10069.978082671912,22414.83801309649,1.0,0,5,7,53,3,6,4,1,0.7360939693163034,0.204223871613019,0.0596821590706776,10,6,-4,-0.4,127559.0520329052,76791.64919646629,-50767.40283643892,-0.3979913775413048,5,7,9,11,24,2,24,28,37,4,1,6,1,0,7,5,-2,-0.2857142857142857,0,0,0,0,0,0,,,,,2,5,1,0.2221581729750603,0.0382704697755304,2,1,3,1,16.0,13851.768696513427,28479.732883313023,4706.212778027159,9145.555918486269,649166.7688154257,590084.9324326966,medium_value,0,23,6,1,transaction_active,no_recent_complaints,medium_digital_engagement
1991,M,Shymkent,large_city,medium,retired,high,79,46,pensioner,0,308335.34065219254,2024-04-01,2460,46,2,3,2,1,0,0,0,1,0,771,513.0,5,6,13,34,42971.33491457044,38280.7237419402,96648.85206884936,269408.2965881537,8594.266982914089,7434.527082219182,12535.887162128674,1.0,0,5,13,34,3,6,2,1,0.5555545208971916,0.2005097358416233,0.243935743261185,7,5,-2,-0.2857142857142857,60652.6871448243,42971.33491457044,-17681.352230253855,-0.2915180359286466,3,7,14,11,39,1,39,47,53,4,2,11,0,1,5,3,-2,-0.4,0,0,0,0,0,0,,,,,1,2,1,0.2823039017655795,0.1273190114360465,1,1,0,0,87.0,7932.058873610093,18161.89166455469,2281.7520660234504,5650.306807586642,474069.4424200504,536903.8106296586,medium_value,0,6,4,0,moderate_activity,no_recent_complaints,medium_digital_engagement
1058,M,South_KZ,medium_city,medium,employee,high,51,20,mass,1,237840.17711516708,2024-04-01,1620,20,2,1,1,1,0,0,0,1,1,627,545.0,8,20,28,40,35403.241603236376,83334.50419476005,127776.92248953917,168014.90953324398,4425.405200404547,4563.461517483541,11922.494278533104,0.9581168568428252,1,7,28,24,2,11,2,4,0.7136296259319402,0.2577585409686428,0.0286118330994171,15,8,-7,-0.4666666666666667,57228.81182639306,35403.241603236376,-21825.570223156683,-0.3813738137595067,4,12,15,10,44,2,44,39,26,6,6,12,1,1,13,4,-9,-0.6923076923076923,0,0,0,0,0,0,,,,,1,1,0,0.2045330440248367,0.0336713682101283,1,0,1,0,85.0,9235.781173473952,21346.47412901407,4013.705723765031,5222.075449708923,250477.6388081004,268918.81177883147,medium_value,0,10,9,0,activity_drop,no_recent_complaints,digital_power_user
839,M,Astana,medium_city,medium,employee,high,26,39,mass,1,379911.54762423504,2024-04-01,870,39,2,0,2,1,0,0,1,1,1,86,,3,13,20,42,118961.61930664288,536812.921025379,613629.5296135523,1516701.39968293,39653.87310221429,30681.47648067761,36837.05383091266,1.0,0,3,20,8,1,6,2,2,0.7193694873118254,0.1944374760217966,0.0861930366663778,9,3,-6,-0.6666666666666666,452978.841480361,118961.61930664288,-334017.2221737181,-0.7373793024904444,8,17,19,18,43,2,43,7,75,7,5,17,1,3,16,8,-8,-0.5,0,0,0,0,0,0,,,,,1,1,0,0.1945711744331104,0.0292640187816868,0,1,0,0,38.0,10852.944770638442,22963.560021696187,3661.581061258389,7191.363709380053,645594.1582137907,681318.7222276843,medium_value,0,12,13,0,activity_drop,no_recent_complaints,digital_power_user
1848,F,South_KZ,large_city,high,employee,high,58,46,affluent,1,693622.1015536094,2024-04-01,1830,46,3,0,1,1,0,0,0,1,1,12,,6,14,19,36,150848.18348983087,375444.7375303428,586700.2471718227,886062.9950168019,25141.36391497181,30878.96037746435,76673.87239432156,0.9765847004980304,0,1,19,8,4,9,2,2,0.7315010766534161,0.2570701203154631,0.0114288030311206,6,6,0,0.0,154929.0954936263,150848.18348983087,-4080.9120037954126,-0.0263405139673283,6,10,15,22,43,8,10,59,61,2,5,6,2,2,9,6,-3,-0.3333333333333333,0,0,0,0,0,0,,,,,0,1,0,0.1123188187849322,0.031489076661793,0,0,0,0,87.0,17596.986202253684,40021.51201820552,4534.534762636385,13062.4514396173,925757.8253801824,975192.4302856862,medium_value,0,9,5,0,digital_active,no_recent_complaints,digital_power_user
600,F,Almaty,medium_city,high,retired,medium,82,24,affluent,0,806475.9524271833,2024-04-01,2550,24,1,1,1,1,0,1,0,1,1,24,114.0,4,9,14,23,100721.98006962548,218207.0145804126,372864.9594452309,602998.0839541495,25180.495017406367,26633.211388945063,71257.2842425646,1.0,0,4,14,72,2,4,3,2,0.4240985314812004,0.5578349101721433,0.018066558346656,5,4,-1,-0.2,158362.483775226,100721.98006962548,-57640.50370560053,-0.3639782752297152,4,5,12,11,25,1,25,52,49,3,2,2,1,1,4,4,0,0.0,0,0,0,0,0,0,,,,,0,2,0,0.054752256088628,0.0219594753244561,1,0,0,0,34.0,16364.659145109,33648.43276014778,2733.587458630704,13631.071686478295,1301820.2419172977,1318049.9585829347,medium_value,0,5,4,1,moderate_activity,no_recent_complaints,medium_digital_engagement
1921,F,Astana,small_city,low,entrepreneur,high,26,37,sme_owner,0,120351.47734187637,2024-04-01,870,37,1,2,1,1,0,0,0,1,0,109,277.0,7,11,15,21,105073.22061231195,204010.4321618628,242699.56323464788,278883.1706260031,15010.46008747314,16179.97088230986,55496.58735421248,1.0,0,4,15,5,1,5,3,1,0.4310406913081685,0.2274344757730798,0.3415248329187515,9,7,-2,-0.2222222222222222,157897.36030712415,105073.22061231195,-52824.13969481218,-0.334547326136831,5,9,13,14,36,8,36,30,11,2,2,6,2,2,8,5,-3,-0.375,0,0,0,0,0,0,,,,,1,2,0,0.0948342957041264,0.0103649515306333,1,0,0,0,46.0,7311.359096680593,14094.686759869985,2461.599442440608,4849.759654239985,268712.8539123142,255820.70037426977,low_value,0,10,6,0,transaction_active,no_recent_complaints,medium_digital_engagement
1312,F,Almaty,small_city,premium,self_employed,high,58,27,premium,0,1653209.184610446,2024-04-01,1830,27,5,1,1,1,0,1,0,1,0,846,388.0,11,24,33,70,707891.1276007064,1763177.4100685068,3080429.6130808787,4447438.127044833,64353.738872791495,93346.35191154176,364019.4500110525,0.980668330410519,0,11,33,14,6,9,5,4,0.6516911222434268,0.1700032055021655,0.1783056722544076,12,11,-1,-0.0833333333333333,751507.5098557646,707891.1276007064,-43616.38225505815,-0.0580385181558988,3,4,6,14,31,2,6,22,50,5,2,7,1,1,8,3,-5,-0.625,0,0,0,0,0,0,,,,,0,2,1,0.3142176962096044,0.0221241425005964,0,1,0,0,57.0,36834.62847963572,73612.07753073124,4963.251969224124,31871.3765104116,2053354.6942974736,1988480.192047256,high_value,0,18,3,0,activity_drop,no_recent_complaints,medium_digital_engagement
1337,M,Aktobe,medium_city,medium,employee,high,37,60,mass,0,291143.28505737154,2024-04-01,1200,60,2,1,2,1,1,0,0,1,0,463,879.0,2,9,16,31,17679.039582231457,88343.34069671908,145698.0627524054,217706.92832545727,8839.519791115728,9106.128922025337,25983.388525382976,0.9966190175279884,0,1,16,16,3,5,4,1,0.8700349819128254,0.077829763084919,0.0521352550022557,7,2,-5,-0.7142857142857143,65205.49823022774,17679.039582231457,-47526.45864799629,-0.7288719500338721,2,9,15,10,37,1,37,40,2,1,4,9,0,2,3,2,-1,-0.3333333333333333,0,0,0,0,0,0,,,,,0,1,0,0.3409811486469922,0.0867515269472295,1,0,0,0,71.0,11080.655380248396,23899.67537475209,2742.785488651897,8337.8698915965,890271.8640292123,816817.0656668225,medium_value,0,11,4,0,activity_drop,no_recent_complaints,digital_power_user
1134,F,Astana,large_city,medium,unemployed,low,65,49,mass,0,299139.3144326869,2024-04-01,2040,49,2,0,2,1,0,0,0,0,0,645,,6,9,12,26,72599.8050053147,89345.60547810004,171399.50712404214,360272.0080349289,12099.967500885785,14283.292260336844,55511.50894168017,0.9996554185521334,0,6,8,34,2,6,1,1,0.6221652109360876,0.3111242926462244,0.066710496417688,7,6,-1,-0.1428571428571428,100671.7966798784,72599.8050053147,-28071.991674563687,-0.2788466343143603,1,2,3,2,9,8,9,14,57,1,0,3,0,0,4,1,-3,-0.75,0,0,0,0,0,0,,,,,1,2,0,0.3248030244735775,0.1261417161317893,1,0,1,0,49.0,8478.720482444642,19807.6705681056,3036.4640501433937,5442.256432301248,638327.6684595954,664176.5092173839,medium_value,0,7,2,0,activity_drop,no_recent_complaints,low_digital_engagement
820,M,Astana,large_city,medium,employee,low,27,59,mass,0,333390.6184288646,2024-04-01,900,59,2,2,2,1,0,0,0,0,0,788,690.0,3,8,11,24,29592.82173609636,101048.2188252935,109303.66694837422,276650.7480617892,9864.273912032118,9936.696995306747,28887.536049556467,0.9881385443959916,0,3,11,42,1,4,3,1,0.7646470353291352,0.0596497432508523,0.1757032214200124,11,3,-8,-0.7272727272727273,141135.3153037518,29592.82173609636,-111542.49356765545,-0.7903230550595604,0,0,0,0,0,1,0,229,270,0,0,0,0,0,7,0,-7,-1.0,0,0,0,0,0,0,,,,,1,2,0,0.238642777386007,0.022677734562733,1,1,0,0,31.0,9473.895383957431,20249.54474000528,2970.067352396104,6503.828031561328,517859.3730213817,448176.5568777933,medium_value,1,0,0,0,activity_drop,no_recent_complaints,low_digital_engagement
2174,M,Astana,medium_city,medium,self_employed,medium,38,25,mass,0,381295.3295497526,2024-04-01,1230,25,0,0,0,1,0,0,0,1,0,757,,2,5,10,20,17931.967426481908,51434.7048960386,100772.6613776982,224265.22069730627,8965.983713240954,10077.26613776982,35548.30564067588,1.0,0,2,7,25,1,5,1,1,0.3657581319337797,0.4822958121919857,0.1519460558742345,5,2,-3,-0.6,52153.27012388913,17931.967426481908,-34221.30269740723,-0.6561679184472068,3,5,9,16,28,4,2,64,59,1,1,10,1,1,4,3,-1,-0.25,0,0,0,0,0,0,,,,,1,3,1,0.3771332105691717,0.0251531780678298,2,2,1,0,11.0,6126.834340906806,13628.313614431636,3390.6948220400445,2736.139518866761,1001108.0324005577,904241.9054555164,low_value,0,4,4,0,activity_drop,no_recent_complaints,medium_digital_engagement
528,F,South_KZ,large_city,medium,self_employed,medium,35,43,mass,0,345670.56704115454,2024-04-01,1140,43,0,3,0,0,0,0,1,1,1,745,375.0,3,5,11,21,37321.526509343406,44579.830814938105,119419.5118883974,216647.75872554327,12440.508836447802,10856.31926258158,33326.64727347801,1.0,0,3,11,20,1,3,2,1,0.6874291677858063,0.2968338075175765,0.0157370246966171,6,3,-3,-0.5,47603.2679312499,37321.526509343406,-10281.741421906496,-0.2159881425946576,2,4,5,7,19,2,19,77,69,2,1,3,1,0,6,2,-4,-0.6666666666666666,0,0,0,0,0,0,,,,,0,1,0,0.1473703450892165,0.059397701929606,0,0,1,0,3.0,7954.659736854289,14840.785901855636,1973.8837733892287,5980.77596346506,701422.3002116376,662355.4950220521,medium_value,0,7,2,0,activity_drop,no_recent_complaints,medium_digital_engagement
2055,M,Astana,large_city,low,retired,medium,34,35,pensioner,0,177097.85565578466,2024-04-01,1110,35,0,0,0,1,0,0,1,1,0,361,,2,5,8,17,15273.304711462564,28475.835249141724,66305.27123542206,148053.36030321894,7636.652355731282,8288.158904427757,25180.329045665945,0.9867006627242884,0,2,8,32,1,3,1,1,0.4658901364493946,0.4074658474094914,0.1266440161411139,13,2,-11,-0.8461538461538461,116406.93975687875,15273.304711462564,-101133.6350454162,-0.8687938644950072,4,7,7,8,18,1,3,38,58,2,3,3,0,0,13,4,-9,-0.6923076923076923,0,0,0,0,0,0,,,,,0,1,0,0.3908321235211051,0.1624591685773425,1,0,0,0,21.0,2994.412694322657,6597.748461962502,2890.882719853772,103.52997446888548,526357.4312584108,566369.8199015589,low_value,0,3,5,0,activity_drop,no_recent_complaints,medium_digital_engagement
1367,M,Karaganda,medium_city,low,employee,medium,18,35,mass,0,141715.4644743408,2024-04-01,630,35,3,2,3,1,0,0,0,1,0,390,153.0,3,8,9,24,15334.875159888144,49380.86314654821,60843.38179224776,145602.06325909347,5111.6250532960485,6760.375754694196,21730.252821587244,0.9398702587673734,1,3,9,50,2,2,2,1,0.5676835401533722,0.3152668837582002,0.1170495760884276,4,3,-1,-0.25,24110.87390825663,15334.875159888144,-8775.998748368487,-0.3639850957605977,6,7,16,13,28,3,28,6,64,4,1,8,1,0,6,6,0,0.0,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,7165.407855184966,12869.022954376098,3975.275131155854,3190.132724029112,520555.7667411625,465267.89883158496,low_value,0,3,8,1,digital_active,no_recent_complaints,medium_digital_engagement
618,M,Aktobe,small_city,medium,self_employed,high,60,51,mass,0,363639.5312133668,2024-04-01,1890,51,1,1,1,1,1,0,0,1,1,709,32.0,3,7,8,18,38555.708176297645,77459.66897804735,124132.02753298836,239290.69394471915,12851.902725432548,15516.503441623548,40732.57951262211,0.9849359412577834,0,3,8,65,1,2,1,1,0.4944661470229785,0.4491278027736093,0.0564060502034122,5,3,-2,-0.4,66658.69470620157,38555.708176297645,-28102.986529903923,-0.4215952120540004,5,12,21,20,47,4,17,30,48,6,2,17,2,2,7,5,-2,-0.2857142857142857,0,0,0,0,0,0,,,,,1,2,1,0.1630088186427229,0.0348046500481692,1,1,0,0,35.0,6848.937991179247,13675.928511535743,3199.881373838376,3649.056617340871,886862.9725008728,841955.8512224233,low_value,0,4,8,0,digital_active,no_recent_complaints,digital_power_user
439,F,Almaty,rural,low,retired,high,59,27,pensioner,0,160295.52080671184,2024-04-01,1860,27,2,2,1,1,0,0,0,1,0,621,476.0,8,11,15,27,44843.440106553295,48681.67704767901,63039.970074985686,115694.54920839366,5605.430013319162,4202.664671665712,17387.514951427744,0.9796558076017778,0,1,15,70,2,5,1,2,0.6900559382497438,0.0293514008080685,0.2805926609421876,10,8,-2,-0.2,42997.38427577903,44843.440106553295,1846.0558307742613,0.0429341426663055,1,8,11,7,43,2,43,13,70,4,2,17,1,2,2,1,-1,-0.5,0,0,0,0,0,0,,,,,0,2,0,0.2279790069145811,0.0826796177207229,1,0,1,0,82.0,6210.008434252355,14132.955354352536,3227.532776469402,2982.475657782953,234793.5577681493,211403.2071475388,low_value,0,5,7,0,transaction_active,no_recent_complaints,medium_digital_engagement
1969,M,North_KZ,medium_city,medium,employee,medium,63,34,mass,1,210148.38482907845,2024-04-01,1980,34,4,0,3,1,1,0,0,1,1,385,,12,25,34,69,87516.02119692178,228773.25997188588,275888.83250269084,569146.0884766718,7293.001766410148,8114.37742654973,33770.76748499729,0.9134038897815026,3,12,34,35,3,12,5,4,0.7470482393923582,0.2086238187315269,0.0443279418761149,14,12,-2,-0.1428571428571428,89500.73155374374,87516.02119692178,-1984.7103568219609,-0.0221753534565264,2,6,6,8,19,2,19,37,30,3,1,4,1,1,4,2,-2,-0.5,0,0,0,0,0,0,,,,,0,2,0,0.5259617251386018,0.0378760177522032,1,0,0,0,24.0,7570.701891445851,17072.60885120104,4751.612121971366,2819.0897694744854,362774.7467221765,328165.769102458,low_value,0,15,3,0,transaction_active,no_recent_complaints,medium_digital_engagement
441,F,North_KZ,large_city,low,employee,medium,55,48,mass,1,187453.64344113803,2024-04-01,1740,48,1,0,1,1,0,0,0,1,1,892,,8,16,23,38,34033.52351183631,72022.19834977495,97703.29165666991,186881.46642585783,4254.190438979539,4247.969202463909,17850.885728850397,1.0,0,2,23,69,2,5,4,3,0.6550082560409467,0.190800178189808,0.1541915657692452,10,8,-2,-0.2,43227.74418748191,34033.52351183631,-9194.220675645593,-0.2126925854786588,3,5,8,16,21,3,21,10,34,1,2,8,1,1,5,3,-2,-0.4,0,0,0,0,0,0,,,,,0,2,1,0.3217673172016629,0.0612090468477042,0,0,2,0,14.0,5843.071212677882,10311.18071810544,2912.012138680277,2931.0590739976046,306238.4394821252,271904.60741151497,low_value,0,12,2,0,transaction_active,no_recent_complaints,medium_digital_engagement
